------------------------------,--------------------
2024-05-03 16:44:09,11.5
2024-05-03 16:44:29,11.4
2024-05-03 16:44:49,11.5
2024-05-03 16:45:09,11.5
2024-05-03 16:45:29,11.6
2024-05-03 16:45:49,11.5
2024-05-03 16:46:09,11.5
2024-05-03 16:46:29,11.6
2024-05-03 16:46:49,11.5
2024-05-03 16:47:09,11.5
2024-05-03 16:47:29,11.5
2024-05-03 16:47:49,11.5
2024-05-03 16:48:09,11.5
2024-05-03 16:48:29,11.4
2024-05-03 16:48:49,11.5
2024-05-03 16:49:09,11.4
2024-05-03 16:49:29,11.4
2024-05-03 16:49:49,11.4
2024-05-03 16:50:09,11.4
2024-05-03 16:50:29,11.4
2024-05-03 16:50:49,11.4
2024-05-03 16:51:09,11.5
2024-05-03 16:51:29,11.5
2024-05-03 16:51:49,11.5
2024-05-03 16:52:09,11.5
2024-05-03 16:52:29,11.5
2024-05-03 16:52:49,11.5
2024-05-03 16:53:09,11.5
2024-05-03 16:53:29,11.5
2024-05-03 16:53:49,11.5
2024-05-03 16:54:09,11.5
2024-05-03 16:54:29,11.5
2024-05-03 16:54:49,11.5
2024-05-03 16:55:09,11.5
2024-05-03 16:55:29,11.4
2024-05-03 16:55:49,11.4
2024-05-03 16:56:09,11.4
2024-05-03 16:56:29,11.4
2024-05-03 16:56:49,11.4
2024-05-03 16:57:09,11.3
2024-05-03 16:57:29,11.3
2024-05-03 16:57:49,11.3
2024-05-03 16:58:09,11.3
2024-05-03 16:58:29,11.3
2024-05-03 16:58:49,11.3
2024-05-03 16:59:09,11.3
2024-05-03 16:59:29,11.2
2024-05-03 16:59:49,11.3
2024-05-03 17:00:09,11.3
2024-05-03 17:00:29,11.3
2024-05-03 17:00:49,11.3
2024-05-03 17:01:09,11.3
2024-05-03 17:01:29,11.4
2024-05-03 17:01:49,11.4
2024-05-03 17:02:09,11.4
2024-05-03 17:02:29,11.5
2024-05-03 17:02:49,11.4
2024-05-03 17:03:09,11.4
2024-05-03 17:03:29,11.5
2024-05-03 17:03:49,11.5
2024-05-03 17:04:09,11.5
2024-05-03 17:04:29,11.4
2024-05-03 17:04:49,11.4
2024-05-03 17:05:09,11.4
2024-05-03 17:05:29,11.4
2024-05-03 17:05:49,11.4
2024-05-03 17:06:09,11.4
2024-05-03 17:06:29,11.4
2024-05-03 17:06:49,11.4
2024-05-03 17:07:09,11.3
2024-05-03 17:07:29,11.4
2024-05-03 17:07:49,11.3
2024-05-03 17:08:09,11.3
2024-05-03 17:08:29,11.4
2024-05-03 17:08:49,11.3
2024-05-03 17:09:09,11.3
2024-05-03 17:09:29,11.4
2024-05-03 17:09:49,11.4
2024-05-03 17:10:09,11.4
2024-05-03 17:10:29,11.4
2024-05-03 17:10:49,11.4
2024-05-03 17:11:09,11.4
2024-05-03 17:11:29,11.4
2024-05-03 17:11:49,11.4
2024-05-03 17:12:09,11.4
2024-05-03 17:12:29,11.4
2024-05-03 17:12:49,11.4
2024-05-03 17:13:09,11.4
2024-05-03 17:13:29,11.4
2024-05-03 17:13:49,11.4
2024-05-03 17:14:09,11.4
2024-05-03 17:14:29,11.4
2024-05-03 17:14:49,11.3
2024-05-03 17:15:09,11.3
2024-05-03 17:15:29,11.2
2024-05-03 17:15:49,11.3
2024-05-03 17:16:09,11.4
2024-05-03 17:16:29,11.9
2024-05-03 17:16:49,12.1
2024-05-03 17:17:09,12.3
2024-05-03 17:17:29,12.3
2024-05-03 17:17:49,12.4
2024-05-03 17:18:09,12.5
2024-05-03 17:18:29,12.6
2024-05-03 17:18:49,12.6
2024-05-03 17:19:09,12.7
2024-05-03 17:19:29,12.8
2024-05-03 17:19:49,12.7
2024-05-03 17:20:09,12.8
2024-05-03 17:20:29,12.8
2024-05-03 17:20:49,12.8
2024-05-03 17:21:09,12.8
2024-05-03 17:21:29,12.9
2024-05-03 17:21:49,12.9
2024-05-03 17:22:09,12.9
2024-05-03 17:22:29,12.9
2024-05-03 17:22:49,13.0
2024-05-03 17:23:09,13.0
2024-05-03 17:23:29,13.0
2024-05-03 17:23:49,13.1
2024-05-03 17:24:09,13.1
2024-05-03 17:24:29,13.1
2024-05-03 17:24:49,13.1
2024-05-03 17:25:09,13.1
2024-05-03 17:25:29,13.1
2024-05-03 17:25:49,13.1
2024-05-03 17:26:09,13.2
2024-05-03 17:26:29,13.2
2024-05-03 17:26:49,13.3
2024-05-03 17:27:09,13.3
2024-05-03 17:27:29,13.4
2024-05-03 17:27:49,13.4
2024-05-03 17:28:09,13.5
2024-05-03 17:28:29,13.6
2024-05-03 17:28:49,13.6
2024-05-03 17:29:09,13.8
2024-05-03 17:29:29,13.9
2024-05-03 17:29:49,NA
