------------------------------,--------------------
www.electricblue.eu, Portugal
------------------------------,--------------------
EnvLogger version, 2.4
EnvLogger Viewer version, 1.15
downloading device type, iphone
device, iPhone
downloading mode, manual
------------------------------,--------------------
serial number, 0492 4E00 0C55 03
custom name, 
temperature, degrees Celsius
time zone, UTC+0000
sampling resolution, 0.1
samples, 4010
time diff [logger-smartphone](sec), 56
lat, No GPS fix
long, No GPS fix
accuracy (m), NA
------------------------------,--------------------
time,temp
2021-06-29 19:05:24,24.8
2021-06-29 19:15:24,24.9
2021-06-29 19:25:24,26.2
2021-06-29 19:35:24,27.2
2021-06-29 19:45:24,27.7
2021-06-29 19:55:24,27.8
2021-06-29 20:05:24,28.1
2021-06-29 20:15:24,28.3
2021-06-29 20:25:24,22.1
2021-06-29 20:35:24,19.6
2021-06-29 20:45:24,18.5
2021-06-29 20:55:24,17.9
2021-06-29 21:05:24,17.7
2021-06-29 21:15:24,17.5
2021-06-29 21:25:24,17.5
2021-06-29 21:35:24,17.4
2021-06-29 21:45:24,17.4
2021-06-29 21:55:24,17.3
2021-06-29 22:05:24,17.2
2021-06-29 22:15:24,17.1
2021-06-29 22:25:24,17.0
2021-06-29 22:35:24,16.7
2021-06-29 22:45:24,16.7
2021-06-29 22:55:24,16.6
2021-06-29 23:05:24,16.5
2021-06-29 23:15:24,16.4
2021-06-29 23:25:24,16.3
2021-06-29 23:35:24,16.2
2021-06-29 23:45:24,16.2
2021-06-29 23:55:24,16.2
2021-06-30 00:05:24,16.3
2021-06-30 00:15:24,16.3
2021-06-30 00:25:24,16.4
2021-06-30 00:35:24,16.4
2021-06-30 00:45:24,16.4
2021-06-30 00:55:24,16.4
2021-06-30 01:05:24,16.4
2021-06-30 01:15:24,16.4
2021-06-30 01:25:24,16.4
2021-06-30 01:35:24,16.4
2021-06-30 01:45:24,16.4
2021-06-30 01:55:24,16.4
2021-06-30 02:05:24,16.4
2021-06-30 02:15:24,16.4
2021-06-30 02:25:24,16.4
2021-06-30 02:35:24,16.3
2021-06-30 02:45:24,16.3
2021-06-30 02:55:24,16.3
2021-06-30 03:05:24,16.2
2021-06-30 03:15:24,16.1
2021-06-30 03:25:24,16.1
2021-06-30 03:35:24,16.0
2021-06-30 03:45:24,15.9
2021-06-30 03:55:24,15.8
2021-06-30 04:05:24,15.8
2021-06-30 04:15:24,15.7
2021-06-30 04:25:24,16.0
2021-06-30 04:35:24,15.8
2021-06-30 04:45:24,15.8
2021-06-30 04:55:24,15.7
2021-06-30 05:05:24,15.8
2021-06-30 05:15:24,15.9
2021-06-30 05:25:24,15.9
2021-06-30 05:35:24,15.9
2021-06-30 05:45:24,15.9
2021-06-30 05:55:24,15.9
