"","year","month","week","jday","date","zone","metric","tempC"
"463",2021,9,37,258,2021-09-15,"high","mean",15.1694444444444
"464",2021,9,37,258,2021-09-15,"high","max",17.3
"465",2021,9,37,258,2021-09-15,"high","min",14.1
"466",2021,9,37,258,2021-09-15,"mid","mean",15.2583333333333
"467",2021,9,37,258,2021-09-15,"mid","max",15.9
"468",2021,9,37,258,2021-09-15,"mid","min",14.4
"469",2021,9,37,259,2021-09-16,"high","mean",14.55625
"470",2021,9,37,259,2021-09-16,"high","max",17.6
"471",2021,9,37,259,2021-09-16,"high","min",12.7
"472",2021,9,37,259,2021-09-16,"mid","mean",14.6402777777778
"473",2021,9,37,259,2021-09-16,"mid","max",15.5
"474",2021,9,37,259,2021-09-16,"mid","min",13.6
"475",2021,9,38,260,2021-09-17,"high","mean",15.0472222222222
"476",2021,9,38,260,2021-09-17,"high","max",22.5
"477",2021,9,38,260,2021-09-17,"high","min",13
"478",2021,9,38,260,2021-09-17,"mid","mean",14.6486111111111
"479",2021,9,38,260,2021-09-17,"mid","max",16
"480",2021,9,38,260,2021-09-17,"mid","min",13.6
"481",2021,9,38,261,2021-09-18,"high","mean",17.1555555555556
"482",2021,9,38,261,2021-09-18,"high","max",32.6
"483",2021,9,38,261,2021-09-18,"high","min",13.6
"484",2021,9,38,261,2021-09-18,"mid","mean",15.2673611111111
"485",2021,9,38,261,2021-09-18,"mid","max",17.6
"486",2021,9,38,261,2021-09-18,"mid","min",14
"487",2021,9,38,262,2021-09-19,"high","mean",17.5402777777778
"488",2021,9,38,262,2021-09-19,"high","max",30.7
"489",2021,9,38,262,2021-09-19,"high","min",14.1
"490",2021,9,38,262,2021-09-19,"mid","mean",15.8958333333333
"491",2021,9,38,262,2021-09-19,"mid","max",17.4
"492",2021,9,38,262,2021-09-19,"mid","min",14.9
"493",2021,9,38,263,2021-09-20,"high","mean",16.0076388888889
"494",2021,9,38,263,2021-09-20,"high","max",29.1
"495",2021,9,38,263,2021-09-20,"high","min",10.4
"496",2021,9,38,263,2021-09-20,"mid","mean",15.3173611111111
"497",2021,9,38,263,2021-09-20,"mid","max",16.8
"498",2021,9,38,263,2021-09-20,"mid","min",12.1
"499",2021,9,38,264,2021-09-21,"high","mean",16.9104166666667
"500",2021,9,38,264,2021-09-21,"high","max",30.4
"501",2021,9,38,264,2021-09-21,"high","min",12.3
"502",2021,9,38,264,2021-09-21,"mid","mean",16.1048611111111
"503",2021,9,38,264,2021-09-21,"mid","max",17.2
"504",2021,9,38,264,2021-09-21,"mid","min",13.8
"505",2021,9,38,265,2021-09-22,"high","mean",16.3305555555556
"506",2021,9,38,265,2021-09-22,"high","max",29.9
"507",2021,9,38,265,2021-09-22,"high","min",12.4
"508",2021,9,38,265,2021-09-22,"mid","mean",15.65625
"509",2021,9,38,265,2021-09-22,"mid","max",16.5
"510",2021,9,38,265,2021-09-22,"mid","min",13.5
"511",2021,9,38,266,2021-09-23,"high","mean",15.6201388888889
"512",2021,9,38,266,2021-09-23,"high","max",23.9
"513",2021,9,38,266,2021-09-23,"high","min",13.8
"514",2021,9,38,266,2021-09-23,"mid","mean",15.5652777777778
"515",2021,9,38,266,2021-09-23,"mid","max",16.6
"516",2021,9,38,266,2021-09-23,"mid","min",14.6
"517",2021,9,39,267,2021-09-24,"high","mean",15.7729166666667
"518",2021,9,39,267,2021-09-24,"high","max",18.2
"519",2021,9,39,267,2021-09-24,"high","min",14
"520",2021,9,39,267,2021-09-24,"mid","mean",15.8868055555556
"521",2021,9,39,267,2021-09-24,"mid","max",16.6
"522",2021,9,39,267,2021-09-24,"mid","min",15.3
"523",2021,9,39,268,2021-09-25,"high","mean",15.6597222222222
"524",2021,9,39,268,2021-09-25,"high","max",16.8
"525",2021,9,39,268,2021-09-25,"high","min",14.5
"526",2021,9,39,268,2021-09-25,"mid","mean",15.7166666666667
"527",2021,9,39,268,2021-09-25,"mid","max",16.6
"528",2021,9,39,268,2021-09-25,"mid","min",14.7
"529",2021,9,39,269,2021-09-26,"high","mean",15.6166666666667
"530",2021,9,39,269,2021-09-26,"high","max",17
"531",2021,9,39,269,2021-09-26,"high","min",14.4
"532",2021,9,39,269,2021-09-26,"mid","mean",15.7326388888889
"533",2021,9,39,269,2021-09-26,"mid","max",16.8
"534",2021,9,39,269,2021-09-26,"mid","min",15
"535",2021,9,39,270,2021-09-27,"high","mean",15.7486111111111
"536",2021,9,39,270,2021-09-27,"high","max",17.4
"537",2021,9,39,270,2021-09-27,"high","min",12.4
"538",2021,9,39,270,2021-09-27,"mid","mean",16.175
"539",2021,9,39,270,2021-09-27,"mid","max",16.9
"540",2021,9,39,270,2021-09-27,"mid","min",14.9
"541",2021,9,39,271,2021-09-28,"high","mean",16.0923611111111
"542",2021,9,39,271,2021-09-28,"high","max",17.3
"543",2021,9,39,271,2021-09-28,"high","min",13.1
"544",2021,9,39,271,2021-09-28,"mid","mean",16.3875
"545",2021,9,39,271,2021-09-28,"mid","max",16.8
"546",2021,9,39,271,2021-09-28,"mid","min",15.6
"547",2021,9,39,272,2021-09-29,"high","mean",15.0486111111111
"548",2021,9,39,272,2021-09-29,"high","max",17.1
"549",2021,9,39,272,2021-09-29,"high","min",11.8
"550",2021,9,39,272,2021-09-29,"mid","mean",16.0958333333333
"551",2021,9,39,272,2021-09-29,"mid","max",16.7
"552",2021,9,39,272,2021-09-29,"mid","min",15.1
"553",2021,9,39,273,2021-09-30,"high","mean",14.2819444444444
"554",2021,9,39,273,2021-09-30,"high","max",17.6
"555",2021,9,39,273,2021-09-30,"high","min",8.9
"556",2021,9,39,273,2021-09-30,"mid","mean",15.54375
"557",2021,9,39,273,2021-09-30,"mid","max",16.8
"558",2021,9,39,273,2021-09-30,"mid","min",12.9
"559",2021,10,40,274,2021-10-01,"high","mean",14.4576388888889
"560",2021,10,40,274,2021-10-01,"high","max",17.7
"561",2021,10,40,274,2021-10-01,"high","min",10.3
"562",2021,10,40,274,2021-10-01,"mid","mean",14.95625
"563",2021,10,40,274,2021-10-01,"mid","max",16.4
"564",2021,10,40,274,2021-10-01,"mid","min",12.9
"565",2021,10,40,275,2021-10-02,"high","mean",13.7111111111111
"566",2021,10,40,275,2021-10-02,"high","max",18.2
"567",2021,10,40,275,2021-10-02,"high","min",11
"568",2021,10,40,275,2021-10-02,"mid","mean",13.4833333333333
"569",2021,10,40,275,2021-10-02,"mid","max",14.1
"570",2021,10,40,275,2021-10-02,"mid","min",12.6
"571",2021,10,40,276,2021-10-03,"high","mean",14.4881944444444
"572",2021,10,40,276,2021-10-03,"high","max",28.5
"573",2021,10,40,276,2021-10-03,"high","min",10.1
"574",2021,10,40,276,2021-10-03,"mid","mean",13.3819444444444
"575",2021,10,40,276,2021-10-03,"mid","max",15.1
"576",2021,10,40,276,2021-10-03,"mid","min",12
"577",2021,10,40,277,2021-10-04,"high","mean",14.3506944444444
"578",2021,10,40,277,2021-10-04,"high","max",26.2
"579",2021,10,40,277,2021-10-04,"high","min",9.4
"580",2021,10,40,277,2021-10-04,"mid","mean",13.6486111111111
"581",2021,10,40,277,2021-10-04,"mid","max",15.7
"582",2021,10,40,277,2021-10-04,"mid","min",11.2
"583",2021,10,40,278,2021-10-05,"high","mean",15.7333333333333
"584",2021,10,40,278,2021-10-05,"high","max",25.8
"585",2021,10,40,278,2021-10-05,"high","min",13.2
"586",2021,10,40,278,2021-10-05,"mid","mean",14.75625
"587",2021,10,40,278,2021-10-05,"mid","max",16.1
"588",2021,10,40,278,2021-10-05,"mid","min",13.7
"589",2021,10,40,279,2021-10-06,"high","mean",15.6256944444444
"590",2021,10,40,279,2021-10-06,"high","max",22.7
"591",2021,10,40,279,2021-10-06,"high","min",12.3
"592",2021,10,40,279,2021-10-06,"mid","mean",15.4541666666667
"593",2021,10,40,279,2021-10-06,"mid","max",16.3
"594",2021,10,40,279,2021-10-06,"mid","min",13.5
"595",2021,10,40,280,2021-10-07,"high","mean",14.7909722222222
"596",2021,10,40,280,2021-10-07,"high","max",19
"597",2021,10,40,280,2021-10-07,"high","min",11.4
"598",2021,10,40,280,2021-10-07,"mid","mean",15.2256944444444
"599",2021,10,40,280,2021-10-07,"mid","max",15.9
"600",2021,10,40,280,2021-10-07,"mid","min",14.5
"601",2021,10,41,281,2021-10-08,"high","mean",14.8298611111111
"602",2021,10,41,281,2021-10-08,"high","max",21.6
"603",2021,10,41,281,2021-10-08,"high","min",11.1
"604",2021,10,41,281,2021-10-08,"mid","mean",15.0847222222222
"605",2021,10,41,281,2021-10-08,"mid","max",16
"606",2021,10,41,281,2021-10-08,"mid","min",13.4
"607",2021,10,41,282,2021-10-09,"high","mean",14.3618055555556
"608",2021,10,41,282,2021-10-09,"high","max",21
"609",2021,10,41,282,2021-10-09,"high","min",10.2
"610",2021,10,41,282,2021-10-09,"mid","mean",14.8416666666667
"611",2021,10,41,282,2021-10-09,"mid","max",16.6
"612",2021,10,41,282,2021-10-09,"mid","min",11.7
"613",2021,10,41,283,2021-10-10,"high","mean",13.7909722222222
"614",2021,10,41,283,2021-10-10,"high","max",18.8
"615",2021,10,41,283,2021-10-10,"high","min",9.8
"616",2021,10,41,283,2021-10-10,"mid","mean",14.7472222222222
"617",2021,10,41,283,2021-10-10,"mid","max",16.4
"618",2021,10,41,283,2021-10-10,"mid","min",11.8
"619",2021,10,41,284,2021-10-11,"high","mean",13.8041666666667
"620",2021,10,41,284,2021-10-11,"high","max",16
"621",2021,10,41,284,2021-10-11,"high","min",10.9
"622",2021,10,41,284,2021-10-11,"mid","mean",14.3576388888889
"623",2021,10,41,284,2021-10-11,"mid","max",16
"624",2021,10,41,284,2021-10-11,"mid","min",12.3
"625",2021,10,41,285,2021-10-12,"high","mean",13.2833333333333
"626",2021,10,41,285,2021-10-12,"high","max",15.4
"627",2021,10,41,285,2021-10-12,"high","min",10.6
"628",2021,10,41,285,2021-10-12,"mid","mean",14.0152777777778
"629",2021,10,41,285,2021-10-12,"mid","max",15.1
"630",2021,10,41,285,2021-10-12,"mid","min",11.8
"631",2021,10,41,286,2021-10-13,"high","mean",12.6423611111111
"632",2021,10,41,286,2021-10-13,"high","max",16.5
"633",2021,10,41,286,2021-10-13,"high","min",6.5
"634",2021,10,41,286,2021-10-13,"mid","mean",13.9354166666667
"635",2021,10,41,286,2021-10-13,"mid","max",15.3
"636",2021,10,41,286,2021-10-13,"mid","min",9.9
"637",2021,10,41,287,2021-10-14,"high","mean",13.3652777777778
"638",2021,10,41,287,2021-10-14,"high","max",17.1
"639",2021,10,41,287,2021-10-14,"high","min",8.6
"640",2021,10,41,287,2021-10-14,"mid","mean",14.1645833333333
"641",2021,10,41,287,2021-10-14,"mid","max",15.1
"642",2021,10,41,287,2021-10-14,"mid","min",11.3
"643",2021,10,42,288,2021-10-15,"high","mean",14.0277777777778
"644",2021,10,42,288,2021-10-15,"high","max",29.7
"645",2021,10,42,288,2021-10-15,"high","min",7
"646",2021,10,42,288,2021-10-15,"mid","mean",13.8166666666667
"647",2021,10,42,288,2021-10-15,"mid","max",15.2
"648",2021,10,42,288,2021-10-15,"mid","min",10
"649",2021,10,42,289,2021-10-16,"high","mean",14.2597222222222
"650",2021,10,42,289,2021-10-16,"high","max",29.2
"651",2021,10,42,289,2021-10-16,"high","min",7.4
"652",2021,10,42,289,2021-10-16,"mid","mean",13.76875
"653",2021,10,42,289,2021-10-16,"mid","max",15.3
"654",2021,10,42,289,2021-10-16,"mid","min",10.1
"655",2021,10,42,290,2021-10-17,"high","mean",13.5513888888889
"656",2021,10,42,290,2021-10-17,"high","max",25
"657",2021,10,42,290,2021-10-17,"high","min",6.8
"658",2021,10,42,290,2021-10-17,"mid","mean",13.3986111111111
"659",2021,10,42,290,2021-10-17,"mid","max",15.1
"660",2021,10,42,290,2021-10-17,"mid","min",9.8
"661",2021,10,42,291,2021-10-18,"mid","mean",13.3666666666667
"662",2021,10,42,291,2021-10-18,"mid","max",14.5
"663",2021,10,42,291,2021-10-18,"mid","min",11.1
"664",2021,10,42,292,2021-10-19,"mid","mean",14.04375
"665",2021,10,42,292,2021-10-19,"mid","max",15.2
"666",2021,10,42,292,2021-10-19,"mid","min",13.2
"667",2021,10,42,293,2021-10-20,"mid","mean",13.4326388888889
"668",2021,10,42,293,2021-10-20,"mid","max",15.3
"669",2021,10,42,293,2021-10-20,"mid","min",12.9
"670",2021,10,42,294,2021-10-21,"mid","mean",13.7590277777778
"671",2021,10,42,294,2021-10-21,"mid","max",16.3
"672",2021,10,42,294,2021-10-21,"mid","min",13.1
"673",2021,10,43,295,2021-10-22,"mid","mean",14.2916666666667
"674",2021,10,43,295,2021-10-22,"mid","max",16.6
"675",2021,10,43,295,2021-10-22,"mid","min",13.8
"676",2021,10,43,296,2021-10-23,"mid","mean",14.3381944444444
"677",2021,10,43,296,2021-10-23,"mid","max",14.9
"678",2021,10,43,296,2021-10-23,"mid","min",13
"679",2021,10,43,297,2021-10-24,"mid","mean",14.3479166666667
"680",2021,10,43,297,2021-10-24,"mid","max",14.8
"681",2021,10,43,297,2021-10-24,"mid","min",13.9
"682",2021,10,43,298,2021-10-25,"mid","mean",14.1298611111111
"683",2021,10,43,298,2021-10-25,"mid","max",15.1
"684",2021,10,43,298,2021-10-25,"mid","min",13.4
"685",2021,10,43,299,2021-10-26,"mid","mean",14.3611111111111
"686",2021,10,43,299,2021-10-26,"mid","max",14.9
"687",2021,10,43,299,2021-10-26,"mid","min",13.8
"688",2021,10,43,300,2021-10-27,"mid","mean",14.3465277777778
"689",2021,10,43,300,2021-10-27,"mid","max",15.2
"690",2021,10,43,300,2021-10-27,"mid","min",12.4
"691",2021,10,43,301,2021-10-28,"mid","mean",14.5493055555556
"692",2021,10,43,301,2021-10-28,"mid","max",15.2
"693",2021,10,43,301,2021-10-28,"mid","min",13.2
"694",2021,10,44,302,2021-10-29,"mid","mean",14.7930555555556
"695",2021,10,44,302,2021-10-29,"mid","max",15.6
"696",2021,10,44,302,2021-10-29,"mid","min",13.3
"697",2021,10,44,303,2021-10-30,"mid","mean",15.2361111111111
"698",2021,10,44,303,2021-10-30,"mid","max",16.3
"699",2021,10,44,303,2021-10-30,"mid","min",14.4
"700",2021,10,44,304,2021-10-31,"mid","mean",15.1326388888889
"701",2021,10,44,304,2021-10-31,"mid","max",16.3
"702",2021,10,44,304,2021-10-31,"mid","min",11.8
"703",2021,11,44,305,2021-11-01,"mid","mean",15.1298611111111
"704",2021,11,44,305,2021-11-01,"mid","max",16.3
"705",2021,11,44,305,2021-11-01,"mid","min",13.1
"706",2022,1,5,31,2022-01-31,"high","mean",12.0444444444444
"707",2022,1,5,31,2022-01-31,"high","max",18.1
"708",2022,1,5,31,2022-01-31,"high","min",8.1
"709",2022,1,5,31,2022-01-31,"mid","mean",12.6583333333333
"710",2022,1,5,31,2022-01-31,"mid","max",17.3
"711",2022,1,5,31,2022-01-31,"mid","min",9.9
"712",2022,2,5,32,2022-02-01,"high","mean",12.0659722222222
"713",2022,2,5,32,2022-02-01,"high","max",14.6
"714",2022,2,5,32,2022-02-01,"high","min",9.2
"715",2022,2,5,32,2022-02-01,"mid","mean",12.6229166666667
"716",2022,2,5,32,2022-02-01,"mid","max",14.5
"717",2022,2,5,32,2022-02-01,"mid","min",11.2
"718",2022,2,5,33,2022-02-02,"high","mean",10.8277777777778
"719",2022,2,5,33,2022-02-02,"high","max",15.7
"720",2022,2,5,33,2022-02-02,"high","min",5.6
"721",2022,2,5,33,2022-02-02,"mid","mean",12.1604166666667
"722",2022,2,5,33,2022-02-02,"mid","max",15.1
"723",2022,2,5,33,2022-02-02,"mid","min",9.1
"724",2022,2,5,34,2022-02-03,"high","mean",10.1
"725",2022,2,5,34,2022-02-03,"high","max",15.4
"726",2022,2,5,34,2022-02-03,"high","min",4.9
"727",2022,2,5,34,2022-02-03,"mid","mean",11.825
"728",2022,2,5,34,2022-02-03,"mid","max",13.5
"729",2022,2,5,34,2022-02-03,"mid","min",7.4
"730",2022,2,5,35,2022-02-04,"high","mean",10.3993055555556
"731",2022,2,5,35,2022-02-04,"high","max",14.3
"732",2022,2,5,35,2022-02-04,"high","min",5.3
"733",2022,2,5,35,2022-02-04,"mid","mean",11.9430555555556
"734",2022,2,5,35,2022-02-04,"mid","max",13.3
"735",2022,2,5,35,2022-02-04,"mid","min",8.5
"736",2022,2,6,36,2022-02-05,"high","mean",10.1256944444444
"737",2022,2,6,36,2022-02-05,"high","max",15.5
"738",2022,2,6,36,2022-02-05,"high","min",5.8
"739",2022,2,6,36,2022-02-05,"mid","mean",11.4513888888889
"740",2022,2,6,36,2022-02-05,"mid","max",13.1
"741",2022,2,6,36,2022-02-05,"mid","min",7.3
"742",2022,2,6,37,2022-02-06,"high","mean",10.6659722222222
"743",2022,2,6,37,2022-02-06,"high","max",17.2
"744",2022,2,6,37,2022-02-06,"high","min",5.7
"745",2022,2,6,37,2022-02-06,"mid","mean",11.7173611111111
"746",2022,2,6,37,2022-02-06,"mid","max",13.1
"747",2022,2,6,37,2022-02-06,"mid","min",7.9
"748",2022,2,6,38,2022-02-07,"high","mean",12.0131944444444
"749",2022,2,6,38,2022-02-07,"high","max",20.1
"750",2022,2,6,38,2022-02-07,"high","min",6.5
"751",2022,2,6,38,2022-02-07,"mid","mean",12.6944444444444
"752",2022,2,6,38,2022-02-07,"mid","max",14.5
"753",2022,2,6,38,2022-02-07,"mid","min",11.8
"754",2022,2,6,39,2022-02-08,"high","mean",12.94375
"755",2022,2,6,39,2022-02-08,"high","max",22.2
"756",2022,2,6,39,2022-02-08,"high","min",6.9
"757",2022,2,6,39,2022-02-08,"mid","mean",13.4340277777778
"758",2022,2,6,39,2022-02-08,"mid","max",22.2
"759",2022,2,6,39,2022-02-08,"mid","min",12.3
"760",2022,2,6,40,2022-02-09,"high","mean",14.5486111111111
"761",2022,2,6,40,2022-02-09,"high","max",29.1
"762",2022,2,6,40,2022-02-09,"high","min",8.8
"763",2022,2,6,40,2022-02-09,"mid","mean",14.1979166666667
"764",2022,2,6,40,2022-02-09,"mid","max",26.9
"765",2022,2,6,40,2022-02-09,"mid","min",12.4
"766",2022,2,6,41,2022-02-10,"high","mean",15.2131944444444
"767",2022,2,6,41,2022-02-10,"high","max",26.7
"768",2022,2,6,41,2022-02-10,"high","min",10.5
"769",2022,2,6,41,2022-02-10,"mid","mean",14.6236111111111
"770",2022,2,6,41,2022-02-10,"mid","max",28.7
"771",2022,2,6,41,2022-02-10,"mid","min",12.1
"772",2022,2,6,42,2022-02-11,"high","mean",15.1340277777778
"773",2022,2,6,42,2022-02-11,"high","max",24.8
"774",2022,2,6,42,2022-02-11,"high","min",12.1
"775",2022,2,6,42,2022-02-11,"mid","mean",14.6041666666667
"776",2022,2,6,42,2022-02-11,"mid","max",26.3
"777",2022,2,6,42,2022-02-11,"mid","min",12.4
"778",2022,2,7,43,2022-02-12,"high","mean",15.3743055555556
"779",2022,2,7,43,2022-02-12,"high","max",26.9
"780",2022,2,7,43,2022-02-12,"high","min",12.2
"781",2022,2,7,43,2022-02-12,"mid","mean",14.8541666666667
"782",2022,2,7,43,2022-02-12,"mid","max",26.8
"783",2022,2,7,43,2022-02-12,"mid","min",12.5
"784",2022,2,7,44,2022-02-13,"high","mean",14.8944444444444
"785",2022,2,7,44,2022-02-13,"high","max",25.2
"786",2022,2,7,44,2022-02-13,"high","min",9.8
"787",2022,2,7,44,2022-02-13,"mid","mean",14.8701388888889
"788",2022,2,7,44,2022-02-13,"mid","max",24.6
"789",2022,2,7,44,2022-02-13,"mid","min",12.6
"790",2022,2,7,45,2022-02-14,"high","mean",12.9423611111111
"791",2022,2,7,45,2022-02-14,"high","max",16.3
"792",2022,2,7,45,2022-02-14,"high","min",11.2
"793",2022,2,7,45,2022-02-14,"mid","mean",13.2833333333333
"794",2022,2,7,45,2022-02-14,"mid","max",19.3
"795",2022,2,7,45,2022-02-14,"mid","min",12.2
"796",2022,2,7,46,2022-02-15,"high","mean",12.5291666666667
"797",2022,2,7,46,2022-02-15,"high","max",16.3
"798",2022,2,7,46,2022-02-15,"high","min",10.3
"799",2022,2,7,46,2022-02-15,"mid","mean",12.7722222222222
"800",2022,2,7,46,2022-02-15,"mid","max",14.3
"801",2022,2,7,46,2022-02-15,"mid","min",11.2
"802",2022,2,7,47,2022-02-16,"high","mean",12.4930555555556
"803",2022,2,7,47,2022-02-16,"high","max",18.7
"804",2022,2,7,47,2022-02-16,"high","min",9.3
"805",2022,2,7,47,2022-02-16,"mid","mean",12.8083333333333
"806",2022,2,7,47,2022-02-16,"mid","max",16.1
"807",2022,2,7,47,2022-02-16,"mid","min",10
"808",2022,2,7,48,2022-02-17,"high","mean",12.0895833333333
"809",2022,2,7,48,2022-02-17,"high","max",19.5
"810",2022,2,7,48,2022-02-17,"high","min",6.5
"811",2022,2,7,48,2022-02-17,"mid","mean",12.8736111111111
"812",2022,2,7,48,2022-02-17,"mid","max",16.2
"813",2022,2,7,48,2022-02-17,"mid","min",10.4
"814",2022,2,7,49,2022-02-18,"high","mean",11.5020833333333
"815",2022,2,7,49,2022-02-18,"high","max",17.9
"816",2022,2,7,49,2022-02-18,"high","min",5.3
"817",2022,2,7,49,2022-02-18,"mid","mean",12.7784722222222
"818",2022,2,7,49,2022-02-18,"mid","max",15.2
"819",2022,2,7,49,2022-02-18,"mid","min",9.4
"820",2022,2,8,50,2022-02-19,"high","mean",11.1826388888889
"821",2022,2,8,50,2022-02-19,"high","max",16.5
"822",2022,2,8,50,2022-02-19,"high","min",5.4
"823",2022,2,8,50,2022-02-19,"mid","mean",12.6909722222222
"824",2022,2,8,50,2022-02-19,"mid","max",14.6
"825",2022,2,8,50,2022-02-19,"mid","min",9
"826",2022,2,8,51,2022-02-20,"high","mean",11.7090277777778
"827",2022,2,8,51,2022-02-20,"high","max",15.8
"828",2022,2,8,51,2022-02-20,"high","min",8
"829",2022,2,8,51,2022-02-20,"mid","mean",12.3020833333333
"830",2022,2,8,51,2022-02-20,"mid","max",14
"831",2022,2,8,51,2022-02-20,"mid","min",9.1
"832",2022,2,8,52,2022-02-21,"high","mean",11.3104166666667
"833",2022,2,8,52,2022-02-21,"high","max",14.4
"834",2022,2,8,52,2022-02-21,"high","min",7.4
"835",2022,2,8,52,2022-02-21,"mid","mean",12.0041666666667
"836",2022,2,8,52,2022-02-21,"mid","max",12.7
"837",2022,2,8,52,2022-02-21,"mid","min",10.7
"838",2022,2,8,53,2022-02-22,"high","mean",11.0027777777778
"839",2022,2,8,53,2022-02-22,"high","max",17
"840",2022,2,8,53,2022-02-22,"high","min",7.3
"841",2022,2,8,53,2022-02-22,"mid","mean",12.1208333333333
"842",2022,2,8,53,2022-02-22,"mid","max",14.9
"843",2022,2,8,53,2022-02-22,"mid","min",10.5
"844",2022,2,8,54,2022-02-23,"high","mean",11.7604166666667
"845",2022,2,8,54,2022-02-23,"high","max",20.9
"846",2022,2,8,54,2022-02-23,"high","min",5.8
"847",2022,2,8,54,2022-02-23,"mid","mean",13.0173611111111
"848",2022,2,8,54,2022-02-23,"mid","max",20.7
"849",2022,2,8,54,2022-02-23,"mid","min",11.6
"850",2022,2,8,55,2022-02-24,"high","mean",12.3145833333333
"851",2022,2,8,55,2022-02-24,"high","max",20.7
"852",2022,2,8,55,2022-02-24,"high","min",6.4
"853",2022,2,8,55,2022-02-24,"mid","mean",14.7090277777778
"854",2022,2,8,55,2022-02-24,"mid","max",26
"855",2022,2,8,55,2022-02-24,"mid","min",11.7
"856",2022,2,8,56,2022-02-25,"high","mean",12.2645833333333
"857",2022,2,8,56,2022-02-25,"high","max",20.6
"858",2022,2,8,56,2022-02-25,"high","min",5.1
"859",2022,2,8,56,2022-02-25,"mid","mean",14.6833333333333
"860",2022,2,8,56,2022-02-25,"mid","max",25.7
"861",2022,2,8,56,2022-02-25,"mid","min",11.6
"862",2022,2,9,57,2022-02-26,"high","mean",12.3618055555556
"863",2022,2,9,57,2022-02-26,"high","max",24
"864",2022,2,9,57,2022-02-26,"high","min",5.9
"865",2022,2,9,57,2022-02-26,"mid","mean",13.64375
"866",2022,2,9,57,2022-02-26,"mid","max",26.1
"867",2022,2,9,57,2022-02-26,"mid","min",11.7
"868",2022,2,9,58,2022-02-27,"high","mean",13.7694444444444
"869",2022,2,9,58,2022-02-27,"high","max",23.9
"870",2022,2,9,58,2022-02-27,"high","min",8.1
"871",2022,2,9,58,2022-02-27,"mid","mean",13.9152777777778
"872",2022,2,9,58,2022-02-27,"mid","max",25.2
"873",2022,2,9,58,2022-02-27,"mid","min",11.4
"874",2022,2,9,59,2022-02-28,"high","mean",13.46875
"875",2022,2,9,59,2022-02-28,"high","max",23.8
"876",2022,2,9,59,2022-02-28,"high","min",7.8
"877",2022,2,9,59,2022-02-28,"mid","mean",13.4743055555556
"878",2022,2,9,59,2022-02-28,"mid","max",24.1
"879",2022,2,9,59,2022-02-28,"mid","min",11.5
"880",2022,3,9,60,2022-03-01,"high","mean",13.3534722222222
"881",2022,3,9,60,2022-03-01,"high","max",23.7
"882",2022,3,9,60,2022-03-01,"high","min",7.6
"883",2022,3,9,60,2022-03-01,"mid","mean",13.3611111111111
"884",2022,3,9,60,2022-03-01,"mid","max",22.9
"885",2022,3,9,60,2022-03-01,"mid","min",11.8
"886",2022,3,9,61,2022-03-02,"high","mean",12.9652777777778
"887",2022,3,9,61,2022-03-02,"high","max",22.5
"888",2022,3,9,61,2022-03-02,"high","min",7.8
"889",2022,3,9,61,2022-03-02,"mid","mean",12.8534722222222
"890",2022,3,9,61,2022-03-02,"mid","max",19
"891",2022,3,9,61,2022-03-02,"mid","min",11.6
"892",2022,3,9,62,2022-03-03,"high","mean",11.7625
"893",2022,3,9,62,2022-03-03,"high","max",20.4
"894",2022,3,9,62,2022-03-03,"high","min",8.6
"895",2022,3,9,62,2022-03-03,"mid","mean",12.0659722222222
"896",2022,3,9,62,2022-03-03,"mid","max",17.5
"897",2022,3,9,62,2022-03-03,"mid","min",10.7
"898",2022,3,9,63,2022-03-04,"high","mean",11.4645833333333
"899",2022,3,9,63,2022-03-04,"high","max",12.8
"900",2022,3,9,63,2022-03-04,"high","min",10.4
"901",2022,3,9,63,2022-03-04,"mid","mean",11.6701388888889
"902",2022,3,9,63,2022-03-04,"mid","max",12.6
"903",2022,3,9,63,2022-03-04,"mid","min",11
"904",2022,3,10,64,2022-03-05,"high","mean",10.3118055555556
"905",2022,3,10,64,2022-03-05,"high","max",12.8
"906",2022,3,10,64,2022-03-05,"high","min",6.9
"907",2022,3,10,64,2022-03-05,"mid","mean",11.3159722222222
"908",2022,3,10,64,2022-03-05,"mid","max",12
"909",2022,3,10,64,2022-03-05,"mid","min",8.5
"910",2022,3,10,65,2022-03-06,"high","mean",11.2298611111111
"911",2022,3,10,65,2022-03-06,"high","max",17.3
"912",2022,3,10,65,2022-03-06,"high","min",8.1
"913",2022,3,10,65,2022-03-06,"mid","mean",11.5826388888889
"914",2022,3,10,65,2022-03-06,"mid","max",12.4
"915",2022,3,10,65,2022-03-06,"mid","min",10.5
"916",2022,3,10,66,2022-03-07,"high","mean",11.9791666666667
"917",2022,3,10,66,2022-03-07,"high","max",24
"918",2022,3,10,66,2022-03-07,"high","min",5.1
"919",2022,3,10,66,2022-03-07,"mid","mean",12.4194444444444
"920",2022,3,10,66,2022-03-07,"mid","max",22.2
"921",2022,3,10,66,2022-03-07,"mid","min",8.4
"922",2022,3,10,67,2022-03-08,"high","mean",13.2951388888889
"923",2022,3,10,67,2022-03-08,"high","max",25.8
"924",2022,3,10,67,2022-03-08,"high","min",6.4
"925",2022,3,10,67,2022-03-08,"mid","mean",13.8819444444444
"926",2022,3,10,67,2022-03-08,"mid","max",28.9
"927",2022,3,10,67,2022-03-08,"mid","min",10.9
