time,temp,file_i,serial
2021-06-29T19:05:24Z,24.8,1,0492 4E00 0C55 03
2021-06-29T19:15:24Z,24.9,1,0492 4E00 0C55 03
2021-06-29T19:25:24Z,26.2,1,0492 4E00 0C55 03
2021-06-29T19:35:24Z,27.2,1,0492 4E00 0C55 03
2021-06-29T19:45:24Z,27.7,1,0492 4E00 0C55 03
2021-06-29T19:55:24Z,27.8,1,0492 4E00 0C55 03
2021-06-29T20:05:24Z,28.1,1,0492 4E00 0C55 03
2021-06-29T20:15:24Z,28.3,1,0492 4E00 0C55 03
2021-06-29T20:25:24Z,22.1,1,0492 4E00 0C55 03
2021-06-29T20:35:24Z,19.6,1,0492 4E00 0C55 03
2021-06-29T20:45:24Z,18.5,1,0492 4E00 0C55 03
2021-06-29T20:55:24Z,17.9,1,0492 4E00 0C55 03
2021-06-29T21:05:24Z,17.7,1,0492 4E00 0C55 03
2021-06-29T21:15:24Z,17.5,1,0492 4E00 0C55 03
2021-06-29T21:25:24Z,17.5,1,0492 4E00 0C55 03
2021-06-29T21:35:24Z,17.4,1,0492 4E00 0C55 03
2021-06-29T21:45:24Z,17.4,1,0492 4E00 0C55 03
2021-06-29T21:55:24Z,17.3,1,0492 4E00 0C55 03
2021-06-29T22:05:24Z,17.2,1,0492 4E00 0C55 03
2021-06-29T22:15:24Z,17.1,1,0492 4E00 0C55 03
2021-06-29T22:25:24Z,17,1,0492 4E00 0C55 03
2021-06-29T22:35:24Z,16.7,1,0492 4E00 0C55 03
2021-06-29T22:45:24Z,16.7,1,0492 4E00 0C55 03
2021-06-29T22:55:24Z,16.6,1,0492 4E00 0C55 03
2021-06-29T23:05:24Z,16.5,1,0492 4E00 0C55 03
2021-06-29T23:15:24Z,16.4,1,0492 4E00 0C55 03
2021-06-29T23:25:24Z,16.3,1,0492 4E00 0C55 03
2021-06-29T23:35:24Z,16.2,1,0492 4E00 0C55 03
2021-06-29T23:45:24Z,16.2,1,0492 4E00 0C55 03
2021-06-29T23:55:24Z,16.2,1,0492 4E00 0C55 03
2021-06-30T00:05:24Z,16.3,1,0492 4E00 0C55 03
2021-06-30T00:15:24Z,16.3,1,0492 4E00 0C55 03
2021-06-30T00:25:24Z,16.4,1,0492 4E00 0C55 03
2021-06-30T00:35:24Z,16.4,1,0492 4E00 0C55 03
2021-06-30T00:45:24Z,16.4,1,0492 4E00 0C55 03
2021-06-30T00:55:24Z,16.4,1,0492 4E00 0C55 03
2021-06-30T01:05:24Z,16.4,1,0492 4E00 0C55 03
2021-06-30T01:15:24Z,16.4,1,0492 4E00 0C55 03
2021-06-30T01:25:24Z,16.4,1,0492 4E00 0C55 03
2021-06-30T01:35:24Z,16.4,1,0492 4E00 0C55 03
2021-06-30T01:45:24Z,16.4,1,0492 4E00 0C55 03
2021-06-30T01:55:24Z,16.4,1,0492 4E00 0C55 03
2021-06-30T02:05:24Z,16.4,1,0492 4E00 0C55 03
2021-06-30T02:15:24Z,16.4,1,0492 4E00 0C55 03
2021-06-30T02:25:24Z,16.4,1,0492 4E00 0C55 03
2021-06-30T02:35:24Z,16.3,1,0492 4E00 0C55 03
2021-06-30T02:45:24Z,16.3,1,0492 4E00 0C55 03
2021-06-30T02:55:24Z,16.3,1,0492 4E00 0C55 03
2021-06-30T03:05:24Z,16.2,1,0492 4E00 0C55 03
2021-06-30T03:15:24Z,16.1,1,0492 4E00 0C55 03
2021-06-30T03:25:24Z,16.1,1,0492 4E00 0C55 03
2021-06-30T03:35:24Z,16,1,0492 4E00 0C55 03
2021-06-30T03:45:24Z,15.9,1,0492 4E00 0C55 03
2021-06-30T03:55:24Z,15.8,1,0492 4E00 0C55 03
2021-06-30T04:05:24Z,15.8,1,0492 4E00 0C55 03
2021-06-30T04:15:24Z,15.7,1,0492 4E00 0C55 03
2021-06-30T04:25:24Z,16,1,0492 4E00 0C55 03
2021-06-30T04:35:24Z,15.8,1,0492 4E00 0C55 03
2021-06-30T04:45:24Z,15.8,1,0492 4E00 0C55 03
2021-06-30T04:55:24Z,15.7,1,0492 4E00 0C55 03
