depth_m,serial,time,temp,file_i
-9.5,0431 8200 F135 0A,2024-05-03T16:55:24Z,11,3
-9.5,0431 8200 F135 0A,2024-05-03T16:55:44Z,11.1,3
-9.5,0431 8200 F135 0A,2024-05-03T16:56:04Z,11,3
-9.5,0431 8200 F135 0A,2024-05-03T16:56:24Z,11,3
-9.5,0431 8200 F135 0A,2024-05-03T16:56:44Z,11,3
-9.5,0431 8200 F135 0A,2024-05-03T16:57:04Z,10.9,3
-9.5,0431 8200 F135 0A,2024-05-03T16:57:24Z,10.9,3
-9.5,0431 8200 F135 0A,2024-05-03T16:57:44Z,10.8,3
-9.5,0431 8200 F135 0A,2024-05-03T16:58:04Z,10.9,3
-9.5,0431 8200 F135 0A,2024-05-03T16:58:24Z,10.9,3
-9.5,0431 8200 F135 0A,2024-05-03T16:58:44Z,10.9,3
-9.5,0431 8200 F135 0A,2024-05-03T16:59:04Z,10.8,3
-9.5,0431 8200 F135 0A,2024-05-03T16:59:24Z,10.9,3
-9.5,0431 8200 F135 0A,2024-05-03T16:59:44Z,10.8,3
-9.5,0431 8200 F135 0A,2024-05-03T17:00:04Z,10.9,3
-9.5,0431 8200 F135 0A,2024-05-03T17:00:24Z,10.9,3
-9.5,0431 8200 F135 0A,2024-05-03T17:00:44Z,10.8,3
-9.5,0431 8200 F135 0A,2024-05-03T17:01:04Z,10.8,3
-9.5,0431 8200 F135 0A,2024-05-03T17:01:24Z,10.8,3
-9.5,0431 8200 F135 0A,2024-05-03T17:01:44Z,10.9,3
-9.5,0431 8200 F135 0A,2024-05-03T17:02:04Z,10.8,3
-9.5,0431 8200 F135 0A,2024-05-03T17:02:24Z,10.9,3
-9.5,0431 8200 F135 0A,2024-05-03T17:02:44Z,10.9,3
-9.5,0431 8200 F135 0A,2024-05-03T17:03:04Z,10.9,3
-9.5,0431 8200 F135 0A,2024-05-03T17:03:24Z,10.9,3
-9.5,0431 8200 F135 0A,2024-05-03T17:03:44Z,11,3
-9.5,0431 8200 F135 0A,2024-05-03T17:04:04Z,10.9,3
-9.5,0431 8200 F135 0A,2024-05-03T17:04:24Z,10.9,3
-9.5,0431 8200 F135 0A,2024-05-03T17:04:44Z,10.9,3
-9.5,0431 8200 F135 0A,2024-05-03T17:05:04Z,11,3
-9.5,0431 8200 F135 0A,2024-05-03T17:05:24Z,11,3
-9.5,0431 8200 F135 0A,2024-05-03T17:05:44Z,11,3
-9.5,0431 8200 F135 0A,2024-05-03T17:06:04Z,11,3
-9.5,0431 8200 F135 0A,2024-05-03T17:06:24Z,11,3
-9.5,0431 8200 F135 0A,2024-05-03T17:06:44Z,10.9,3
-9.5,0431 8200 F135 0A,2024-05-03T17:07:04Z,11,3
-9.5,0431 8200 F135 0A,2024-05-03T17:07:24Z,10.9,3
-9.5,0431 8200 F135 0A,2024-05-03T17:07:44Z,10.9,3
-9.5,0431 8200 F135 0A,2024-05-03T17:08:04Z,10.9,3
-9.5,0431 8200 F135 0A,2024-05-03T17:08:24Z,10.9,3
-9.5,0431 8200 F135 0A,2024-05-03T17:08:44Z,10.9,3
-9.5,0431 8200 F135 0A,2024-05-03T17:09:04Z,10.9,3
-9.5,0431 8200 F135 0A,2024-05-03T17:09:24Z,10.9,3
-9.5,0431 8200 F135 0A,2024-05-03T17:09:44Z,11,3
-9.5,0431 8200 F135 0A,2024-05-03T17:10:04Z,10.9,3
-9.5,0431 8200 F135 0A,2024-05-03T17:10:24Z,10.9,3
-9.5,0431 8200 F135 0A,2024-05-03T17:10:44Z,10.9,3
-9.5,0431 8200 F135 0A,2024-05-03T17:11:04Z,10.9,3
-9.5,0431 8200 F135 0A,2024-05-03T17:11:24Z,10.9,3
-9.5,0431 8200 F135 0A,2024-05-03T17:11:44Z,10.9,3
-9.5,0431 8200 F135 0A,2024-05-03T17:12:04Z,10.9,3
-9.5,0431 8200 F135 0A,2024-05-03T17:12:24Z,10.9,3
-9.5,0431 8200 F135 0A,2024-05-03T17:12:44Z,10.9,3
-9.5,0431 8200 F135 0A,2024-05-03T17:13:04Z,10.8,3
-9.5,0431 8200 F135 0A,2024-05-03T17:13:24Z,10.8,3
-9.5,0431 8200 F135 0A,2024-05-03T17:13:44Z,10.8,3
-9.5,0431 8200 F135 0A,2024-05-03T17:14:04Z,10.8,3
-9.5,0431 8200 F135 0A,2024-05-03T17:14:24Z,10.8,3
-9.5,0431 8200 F135 0A,2024-05-03T17:14:44Z,10.8,3
-9.5,0431 8200 F135 0A,2024-05-03T17:15:04Z,10.8,3
-9.5,0431 8200 F135 0A,2024-05-03T17:15:24Z,10.8,3
-9.5,0431 8200 F135 0A,2024-05-03T17:15:44Z,10.7,3
-9.5,0431 8200 F135 0A,2024-05-03T17:16:04Z,10.7,3
-9.5,0431 8200 F135 0A,2024-05-03T17:16:24Z,10.7,3
-9.5,0431 8200 F135 0A,2024-05-03T17:16:44Z,11.1,3
-9.5,0431 8200 F135 0A,2024-05-03T17:17:04Z,11.5,3
-9.5,0431 8200 F135 0A,2024-05-03T17:17:24Z,11.9,3
-9.5,0431 8200 F135 0A,2024-05-03T17:17:44Z,12.1,3
-9.5,0431 8200 F135 0A,2024-05-03T17:18:04Z,12.5,3
-9.5,0431 8200 F135 0A,2024-05-03T17:18:24Z,12.7,3
-9.5,0431 8200 F135 0A,2024-05-03T17:18:44Z,12.9,3
-9.5,0431 8200 F135 0A,2024-05-03T17:19:04Z,13.1,3
-9.5,0431 8200 F135 0A,2024-05-03T17:19:24Z,13.3,3
-9.5,0431 8200 F135 0A,2024-05-03T17:19:44Z,13.4,3
-9.5,0431 8200 F135 0A,2024-05-03T17:20:04Z,13.5,3
-9.5,0431 8200 F135 0A,2024-05-03T17:20:24Z,13.6,3
-9.5,0431 8200 F135 0A,2024-05-03T17:20:44Z,13.8,3
-9.5,0431 8200 F135 0A,2024-05-03T17:21:04Z,13.9,3
-9.5,0431 8200 F135 0A,2024-05-03T17:21:24Z,14,3
-9.5,0431 8200 F135 0A,2024-05-03T17:21:44Z,14,3
-9.5,0431 8200 F135 0A,2024-05-03T17:22:04Z,14.1,3
-9.5,0431 8200 F135 0A,2024-05-03T17:22:24Z,14.2,3
-9.5,0431 8200 F135 0A,2024-05-03T17:22:44Z,14.2,3
-9.5,0431 8200 F135 0A,2024-05-03T17:23:04Z,14.4,3
-9.5,0431 8200 F135 0A,2024-05-03T17:23:24Z,14.4,3
-9.5,0431 8200 F135 0A,2024-05-03T17:23:44Z,14.5,3
-9.5,0431 8200 F135 0A,2024-05-03T17:24:04Z,14.7,3
-9.5,0431 8200 F135 0A,2024-05-03T17:24:24Z,14.7,3
-9.5,0431 8200 F135 0A,2024-05-03T17:24:44Z,14.8,3
-9.5,0431 8200 F135 0A,2024-05-03T17:25:04Z,14.7,3
-9.5,0431 8200 F135 0A,2024-05-03T17:25:24Z,14.8,3
-9.5,0431 8200 F135 0A,2024-05-03T17:25:44Z,14.8,3
-9.5,0431 8200 F135 0A,2024-05-03T17:26:04Z,14.8,3
-9.5,0431 8200 F135 0A,2024-05-03T17:26:24Z,14.9,3
-9.5,0431 8200 F135 0A,2024-05-03T17:26:44Z,14.8,3
-9.5,0431 8200 F135 0A,2024-05-03T17:27:04Z,14.8,3
-9.5,0431 8200 F135 0A,2024-05-03T17:27:24Z,14.8,3
-9.5,0431 8200 F135 0A,2024-05-03T17:27:44Z,14.8,3
-9.5,0431 8200 F135 0A,2024-05-03T17:28:04Z,14.8,3
-9.5,0431 8200 F135 0A,2024-05-03T17:28:24Z,14.8,3
-9.5,0431 8200 F135 0A,2024-05-03T17:28:44Z,14.8,3
-9.5,0431 8200 F135 0A,2024-05-03T17:29:04Z,14.9,3
-9.5,0431 8200 F135 0A,2024-05-03T17:29:24Z,14.9,3
-9.5,0431 8200 F135 0A,2024-05-03T17:29:44Z,14.9,3
-9.5,0431 8200 F135 0A,2024-05-03T17:30:04Z,14.9,3
-9.5,0431 8200 F135 0A,2024-05-03T17:30:24Z,14.9,3
-9.5,0431 8200 F135 0A,2024-05-03T17:30:44Z,15,3
-9.5,0431 8200 F135 0A,2024-05-03T17:31:04Z,15.1,3
-9.5,0431 8200 F135 0A,2024-05-03T17:31:24Z,15.1,3
-9.5,0431 8200 F135 0A,2024-05-03T17:31:44Z,15,3
-9.5,0431 8200 F135 0A,2024-05-03T17:32:04Z,NA,3
-9.5,0431 8200 F135 0A,2024-05-03T17:32:24Z,NA,3
-9.5,0431 8200 F135 0A,2024-05-03T17:32:44Z,NA,3
-9.5,0431 8200 F135 0A,2024-05-03T17:33:04Z,NA,3
-8.5,04B3 5600 5342 10,2024-05-03T16:21:49Z,NA,9
-8.5,04B3 5600 5342 10,2024-05-03T16:22:09Z,NA,9
-8.5,04B3 5600 5342 10,2024-05-03T16:22:29Z,17.4,9
-8.5,04B3 5600 5342 10,2024-05-03T16:22:49Z,17.4,9
-8.5,04B3 5600 5342 10,2024-05-03T16:23:09Z,17.3,9
-8.5,04B3 5600 5342 10,2024-05-03T16:23:29Z,17.3,9
-8.5,04B3 5600 5342 10,2024-05-03T16:23:49Z,17.3,9
-8.5,04B3 5600 5342 10,2024-05-03T16:24:09Z,17.2,9
-8.5,04B3 5600 5342 10,2024-05-03T16:24:29Z,17.2,9
-8.5,04B3 5600 5342 10,2024-05-03T16:24:49Z,17.2,9
-8.5,04B3 5600 5342 10,2024-05-03T16:25:09Z,17.1,9
-8.5,04B3 5600 5342 10,2024-05-03T16:25:29Z,17.2,9
-8.5,04B3 5600 5342 10,2024-05-03T16:25:49Z,17.1,9
-8.5,04B3 5600 5342 10,2024-05-03T16:26:09Z,17,9
-8.5,04B3 5600 5342 10,2024-05-03T16:26:29Z,17,9
-8.5,04B3 5600 5342 10,2024-05-03T16:26:49Z,17,9
-8.5,04B3 5600 5342 10,2024-05-03T16:27:09Z,16.9,9
-8.5,04B3 5600 5342 10,2024-05-03T16:27:29Z,16.9,9
-8.5,04B3 5600 5342 10,2024-05-03T16:27:49Z,16.9,9
-8.5,04B3 5600 5342 10,2024-05-03T16:28:09Z,16.8,9
-8.5,04B3 5600 5342 10,2024-05-03T16:28:29Z,15.9,9
-8.5,04B3 5600 5342 10,2024-05-03T16:28:49Z,15,9
-8.5,04B3 5600 5342 10,2024-05-03T16:29:09Z,14.3,9
-8.5,04B3 5600 5342 10,2024-05-03T16:29:29Z,13.7,9
-8.5,04B3 5600 5342 10,2024-05-03T16:29:49Z,13.3,9
-8.5,04B3 5600 5342 10,2024-05-03T16:30:09Z,13,9
-8.5,04B3 5600 5342 10,2024-05-03T16:30:29Z,12.7,9
-8.5,04B3 5600 5342 10,2024-05-03T16:30:49Z,12.5,9
-8.5,04B3 5600 5342 10,2024-05-03T16:31:09Z,12.3,9
-8.5,04B3 5600 5342 10,2024-05-03T16:31:29Z,12.1,9
-8.5,04B3 5600 5342 10,2024-05-03T16:31:49Z,12,9
-8.5,04B3 5600 5342 10,2024-05-03T16:32:09Z,11.9,9
-8.5,04B3 5600 5342 10,2024-05-03T16:32:29Z,11.8,9
-8.5,04B3 5600 5342 10,2024-05-03T16:32:49Z,11.8,9
-8.5,04B3 5600 5342 10,2024-05-03T16:33:09Z,11.7,9
-8.5,04B3 5600 5342 10,2024-05-03T16:33:29Z,11.7,9
-8.5,04B3 5600 5342 10,2024-05-03T16:33:49Z,11.6,9
-8.5,04B3 5600 5342 10,2024-05-03T16:34:09Z,11.6,9
-8.5,04B3 5600 5342 10,2024-05-03T16:34:29Z,11.6,9
-8.5,04B3 5600 5342 10,2024-05-03T16:34:49Z,11.6,9
-8.5,04B3 5600 5342 10,2024-05-03T16:35:09Z,11.6,9
-8.5,04B3 5600 5342 10,2024-05-03T16:35:29Z,11.6,9
-8.5,04B3 5600 5342 10,2024-05-03T16:35:49Z,11.6,9
-8.5,04B3 5600 5342 10,2024-05-03T16:36:09Z,11.6,9
-8.5,04B3 5600 5342 10,2024-05-03T16:36:29Z,11.5,9
-8.5,04B3 5600 5342 10,2024-05-03T16:36:49Z,11.5,9
-8.5,04B3 5600 5342 10,2024-05-03T16:37:09Z,11.6,9
-8.5,04B3 5600 5342 10,2024-05-03T16:37:29Z,11.5,9
-8.5,04B3 5600 5342 10,2024-05-03T16:37:49Z,11.6,9
-8.5,04B3 5600 5342 10,2024-05-03T16:38:09Z,11.6,9
-8.5,04B3 5600 5342 10,2024-05-03T16:38:29Z,11.6,9
-8.5,04B3 5600 5342 10,2024-05-03T16:38:49Z,11.6,9
-8.5,04B3 5600 5342 10,2024-05-03T16:39:09Z,11.6,9
-8.5,04B3 5600 5342 10,2024-05-03T16:39:29Z,11.6,9
-8.5,04B3 5600 5342 10,2024-05-03T16:39:49Z,11.6,9
-8.5,04B3 5600 5342 10,2024-05-03T16:40:09Z,11.5,9
-8.5,04B3 5600 5342 10,2024-05-03T16:40:29Z,11.5,9
-8.5,04B3 5600 5342 10,2024-05-03T16:40:49Z,11.5,9
-8.5,04B3 5600 5342 10,2024-05-03T16:41:09Z,11.5,9
-8.5,04B3 5600 5342 10,2024-05-03T16:41:29Z,11.4,9
-8.5,04B3 5600 5342 10,2024-05-03T16:41:49Z,11.4,9
-8.5,04B3 5600 5342 10,2024-05-03T16:42:09Z,11.4,9
-8.5,04B3 5600 5342 10,2024-05-03T16:42:29Z,11.5,9
-8.5,04B3 5600 5342 10,2024-05-03T16:42:49Z,11.4,9
-8.5,04B3 5600 5342 10,2024-05-03T16:43:09Z,11.5,9
-8.5,04B3 5600 5342 10,2024-05-03T16:43:29Z,11.4,9
-8.5,04B3 5600 5342 10,2024-05-03T16:43:49Z,11.4,9
-8.5,04B3 5600 5342 10,2024-05-03T16:44:09Z,11.5,9
-8.5,04B3 5600 5342 10,2024-05-03T16:44:29Z,11.4,9
-8.5,04B3 5600 5342 10,2024-05-03T16:44:49Z,11.5,9
-8.5,04B3 5600 5342 10,2024-05-03T16:45:09Z,11.5,9
-8.5,04B3 5600 5342 10,2024-05-03T16:45:29Z,11.6,9
-8.5,04B3 5600 5342 10,2024-05-03T16:45:49Z,11.5,9
-8.5,04B3 5600 5342 10,2024-05-03T16:46:09Z,11.5,9
-8.5,04B3 5600 5342 10,2024-05-03T16:46:29Z,11.6,9
-8.5,04B3 5600 5342 10,2024-05-03T16:46:49Z,11.5,9
-8.5,04B3 5600 5342 10,2024-05-03T16:47:09Z,11.5,9
-8.5,04B3 5600 5342 10,2024-05-03T16:47:29Z,11.5,9
-8.5,04B3 5600 5342 10,2024-05-03T16:47:49Z,11.5,9
-8.5,04B3 5600 5342 10,2024-05-03T16:48:09Z,11.5,9
-8.5,04B3 5600 5342 10,2024-05-03T16:48:29Z,11.4,9
-8.5,04B3 5600 5342 10,2024-05-03T16:48:49Z,11.5,9
-8.5,04B3 5600 5342 10,2024-05-03T16:49:09Z,11.4,9
-8.5,04B3 5600 5342 10,2024-05-03T16:49:29Z,11.4,9
-8.5,04B3 5600 5342 10,2024-05-03T16:49:49Z,11.4,9
-8.5,04B3 5600 5342 10,2024-05-03T16:50:09Z,11.4,9
-8.5,04B3 5600 5342 10,2024-05-03T16:50:29Z,11.4,9
-8.5,04B3 5600 5342 10,2024-05-03T16:50:49Z,11.4,9
-8.5,04B3 5600 5342 10,2024-05-03T16:51:09Z,11.5,9
-8.5,04B3 5600 5342 10,2024-05-03T16:51:29Z,11.5,9
-8.5,04B3 5600 5342 10,2024-05-03T16:51:49Z,11.5,9
-8.5,04B3 5600 5342 10,2024-05-03T16:52:09Z,11.5,9
-8.5,04B3 5600 5342 10,2024-05-03T16:52:29Z,11.5,9
-8.5,04B3 5600 5342 10,2024-05-03T16:52:49Z,11.5,9
-8.5,04B3 5600 5342 10,2024-05-03T16:53:09Z,11.5,9
-8.5,04B3 5600 5342 10,2024-05-03T16:53:29Z,11.5,9
-8.5,04B3 5600 5342 10,2024-05-03T16:53:49Z,11.5,9
-8.5,04B3 5600 5342 10,2024-05-03T16:54:09Z,11.5,9
-8.5,04B3 5600 5342 10,2024-05-03T16:54:29Z,11.5,9
-8.5,04B3 5600 5342 10,2024-05-03T16:54:49Z,11.5,9
-8.5,04B3 5600 5342 10,2024-05-03T16:55:09Z,11.5,9
-8.5,04B3 5600 5342 10,2024-05-03T16:55:29Z,11.4,9
-8.5,04B3 5600 5342 10,2024-05-03T16:55:49Z,11.4,9
-8.5,04B3 5600 5342 10,2024-05-03T16:56:09Z,11.4,9
-8.5,04B3 5600 5342 10,2024-05-03T16:56:29Z,11.4,9
-8.5,04B3 5600 5342 10,2024-05-03T16:56:49Z,11.4,9
-8.5,04B3 5600 5342 10,2024-05-03T16:57:09Z,11.3,9
-8.5,04B3 5600 5342 10,2024-05-03T16:57:29Z,11.3,9
-8.5,04B3 5600 5342 10,2024-05-03T16:57:49Z,11.3,9
-8.5,04B3 5600 5342 10,2024-05-03T16:58:09Z,11.3,9
-8.5,04B3 5600 5342 10,2024-05-03T16:58:29Z,11.3,9
-8.5,04B3 5600 5342 10,2024-05-03T16:58:49Z,11.3,9
-8.5,04B3 5600 5342 10,2024-05-03T16:59:09Z,11.3,9
-8.5,04B3 5600 5342 10,2024-05-03T16:59:29Z,11.2,9
-8.5,04B3 5600 5342 10,2024-05-03T16:59:49Z,11.3,9
-8.5,04B3 5600 5342 10,2024-05-03T17:00:09Z,11.3,9
-8.5,04B3 5600 5342 10,2024-05-03T17:00:29Z,11.3,9
-8.5,04B3 5600 5342 10,2024-05-03T17:00:49Z,11.3,9
-8.5,04B3 5600 5342 10,2024-05-03T17:01:09Z,11.3,9
-8.5,04B3 5600 5342 10,2024-05-03T17:01:29Z,11.4,9
-8.5,04B3 5600 5342 10,2024-05-03T17:01:49Z,11.4,9
-8.5,04B3 5600 5342 10,2024-05-03T17:02:09Z,11.4,9
-8.5,04B3 5600 5342 10,2024-05-03T17:02:29Z,11.5,9
-8.5,04B3 5600 5342 10,2024-05-03T17:02:49Z,11.4,9
-8.5,04B3 5600 5342 10,2024-05-03T17:03:09Z,11.4,9
-8.5,04B3 5600 5342 10,2024-05-03T17:03:29Z,11.5,9
-8.5,04B3 5600 5342 10,2024-05-03T17:03:49Z,11.5,9
-8.5,04B3 5600 5342 10,2024-05-03T17:04:09Z,11.5,9
-8.5,04B3 5600 5342 10,2024-05-03T17:04:29Z,11.4,9
-8.5,04B3 5600 5342 10,2024-05-03T17:04:49Z,11.4,9
-8.5,04B3 5600 5342 10,2024-05-03T17:05:09Z,11.4,9
-8.5,04B3 5600 5342 10,2024-05-03T17:05:29Z,11.4,9
-8.5,04B3 5600 5342 10,2024-05-03T17:05:49Z,11.4,9
-8.5,04B3 5600 5342 10,2024-05-03T17:06:09Z,11.4,9
-8.5,04B3 5600 5342 10,2024-05-03T17:06:29Z,11.4,9
-8.5,04B3 5600 5342 10,2024-05-03T17:06:49Z,11.4,9
-8.5,04B3 5600 5342 10,2024-05-03T17:07:09Z,11.3,9
-8.5,04B3 5600 5342 10,2024-05-03T17:07:29Z,11.4,9
-8.5,04B3 5600 5342 10,2024-05-03T17:07:49Z,11.3,9
-8.5,04B3 5600 5342 10,2024-05-03T17:08:09Z,11.3,9
-8.5,04B3 5600 5342 10,2024-05-03T17:08:29Z,11.4,9
-8.5,04B3 5600 5342 10,2024-05-03T17:08:49Z,11.3,9
-8.5,04B3 5600 5342 10,2024-05-03T17:09:09Z,11.3,9
-8.5,04B3 5600 5342 10,2024-05-03T17:09:29Z,11.4,9
-8.5,04B3 5600 5342 10,2024-05-03T17:09:49Z,11.4,9
-8.5,04B3 5600 5342 10,2024-05-03T17:10:09Z,11.4,9
-8.5,04B3 5600 5342 10,2024-05-03T17:10:29Z,11.4,9
-8.5,04B3 5600 5342 10,2024-05-03T17:10:49Z,11.4,9
-8.5,04B3 5600 5342 10,2024-05-03T17:11:09Z,11.4,9
-8.5,04B3 5600 5342 10,2024-05-03T17:11:29Z,11.4,9
-8.5,04B3 5600 5342 10,2024-05-03T17:11:49Z,11.4,9
-8.5,04B3 5600 5342 10,2024-05-03T17:12:09Z,11.4,9
-8.5,04B3 5600 5342 10,2024-05-03T17:12:29Z,11.4,9
-8.5,04B3 5600 5342 10,2024-05-03T17:12:49Z,11.4,9
-8.5,04B3 5600 5342 10,2024-05-03T17:13:09Z,11.4,9
-8.5,04B3 5600 5342 10,2024-05-03T17:13:29Z,11.4,9
-8.5,04B3 5600 5342 10,2024-05-03T17:13:49Z,11.4,9
-8.5,04B3 5600 5342 10,2024-05-03T17:14:09Z,11.4,9
-8.5,04B3 5600 5342 10,2024-05-03T17:14:29Z,11.4,9
-8.5,04B3 5600 5342 10,2024-05-03T17:14:49Z,11.3,9
-8.5,04B3 5600 5342 10,2024-05-03T17:15:09Z,11.3,9
-8.5,04B3 5600 5342 10,2024-05-03T17:15:29Z,11.2,9
-8.5,04B3 5600 5342 10,2024-05-03T17:15:49Z,11.3,9
-8.5,04B3 5600 5342 10,2024-05-03T17:16:09Z,11.4,9
-8.5,04B3 5600 5342 10,2024-05-03T17:16:29Z,11.9,9
-8.5,04B3 5600 5342 10,2024-05-03T17:16:49Z,12.1,9
-8.5,04B3 5600 5342 10,2024-05-03T17:17:09Z,12.3,9
-8.5,04B3 5600 5342 10,2024-05-03T17:17:29Z,12.3,9
-8.5,04B3 5600 5342 10,2024-05-03T17:17:49Z,12.4,9
-8.5,04B3 5600 5342 10,2024-05-03T17:18:09Z,12.5,9
-8.5,04B3 5600 5342 10,2024-05-03T17:18:29Z,12.6,9
-8.5,04B3 5600 5342 10,2024-05-03T17:18:49Z,12.6,9
-8.5,04B3 5600 5342 10,2024-05-03T17:19:09Z,12.7,9
-8.5,04B3 5600 5342 10,2024-05-03T17:19:29Z,12.8,9
-8.5,04B3 5600 5342 10,2024-05-03T17:19:49Z,12.7,9
-8.5,04B3 5600 5342 10,2024-05-03T17:20:09Z,12.8,9
-8.5,04B3 5600 5342 10,2024-05-03T17:20:29Z,12.8,9
-8.5,04B3 5600 5342 10,2024-05-03T17:20:49Z,12.8,9
-8.5,04B3 5600 5342 10,2024-05-03T17:21:09Z,12.8,9
-8.5,04B3 5600 5342 10,2024-05-03T17:21:29Z,12.9,9
-8.5,04B3 5600 5342 10,2024-05-03T17:21:49Z,12.9,9
-8.5,04B3 5600 5342 10,2024-05-03T17:22:09Z,12.9,9
-8.5,04B3 5600 5342 10,2024-05-03T17:22:29Z,12.9,9
-8.5,04B3 5600 5342 10,2024-05-03T17:22:49Z,13,9
-8.5,04B3 5600 5342 10,2024-05-03T17:23:09Z,13,9
-8.5,04B3 5600 5342 10,2024-05-03T17:23:29Z,13,9
-8.5,04B3 5600 5342 10,2024-05-03T17:23:49Z,13.1,9
-8.5,04B3 5600 5342 10,2024-05-03T17:24:09Z,13.1,9
-8.5,04B3 5600 5342 10,2024-05-03T17:24:29Z,13.1,9
-8.5,04B3 5600 5342 10,2024-05-03T17:24:49Z,13.1,9
-8.5,04B3 5600 5342 10,2024-05-03T17:25:09Z,13.1,9
-8.5,04B3 5600 5342 10,2024-05-03T17:25:29Z,13.1,9
-8.5,04B3 5600 5342 10,2024-05-03T17:25:49Z,13.1,9
-8.5,04B3 5600 5342 10,2024-05-03T17:26:09Z,13.2,9
-8.5,04B3 5600 5342 10,2024-05-03T17:26:29Z,13.2,9
-8.5,04B3 5600 5342 10,2024-05-03T17:26:49Z,13.3,9
-8.5,04B3 5600 5342 10,2024-05-03T17:27:09Z,13.3,9
-8.5,04B3 5600 5342 10,2024-05-03T17:27:29Z,13.4,9
-8.5,04B3 5600 5342 10,2024-05-03T17:27:49Z,13.4,9
-8.5,04B3 5600 5342 10,2024-05-03T17:28:09Z,13.5,9
-8.5,04B3 5600 5342 10,2024-05-03T17:28:29Z,13.6,9
-8.5,04B3 5600 5342 10,2024-05-03T17:28:49Z,13.6,9
-8.5,04B3 5600 5342 10,2024-05-03T17:29:09Z,13.8,9
-8.5,04B3 5600 5342 10,2024-05-03T17:29:29Z,13.9,9
-8.5,04B3 5600 5342 10,2024-05-03T17:29:49Z,NA,9
-7.5,0481 A700 CA1E 05,2024-05-03T16:22:44Z,NA,5
-7.5,0481 A700 CA1E 05,2024-05-03T16:23:04Z,17,5
-7.5,0481 A700 CA1E 05,2024-05-03T16:23:24Z,17.1,5
-7.5,0481 A700 CA1E 05,2024-05-03T16:23:44Z,17.1,5
-7.5,0481 A700 CA1E 05,2024-05-03T16:24:04Z,17.1,5
-7.5,0481 A700 CA1E 05,2024-05-03T16:24:24Z,17,5
-7.5,0481 A700 CA1E 05,2024-05-03T16:24:44Z,17,5
-7.5,0481 A700 CA1E 05,2024-05-03T16:25:04Z,17,5
-7.5,0481 A700 CA1E 05,2024-05-03T16:25:24Z,17.1,5
-7.5,0481 A700 CA1E 05,2024-05-03T16:25:44Z,16.9,5
-7.5,0481 A700 CA1E 05,2024-05-03T16:26:04Z,16.9,5
-7.5,0481 A700 CA1E 05,2024-05-03T16:26:24Z,16.8,5
-7.5,0481 A700 CA1E 05,2024-05-03T16:26:44Z,16.8,5
-7.5,0481 A700 CA1E 05,2024-05-03T16:27:04Z,16.8,5
-7.5,0481 A700 CA1E 05,2024-05-03T16:27:24Z,16.8,5
-7.5,0481 A700 CA1E 05,2024-05-03T16:27:44Z,16.8,5
-7.5,0481 A700 CA1E 05,2024-05-03T16:28:04Z,16.8,5
-7.5,0481 A700 CA1E 05,2024-05-03T16:28:24Z,16.5,5
-7.5,0481 A700 CA1E 05,2024-05-03T16:28:44Z,15.6,5
-7.5,0481 A700 CA1E 05,2024-05-03T16:29:04Z,14.7,5
-7.5,0481 A700 CA1E 05,2024-05-03T16:29:24Z,14.1,5
-7.5,0481 A700 CA1E 05,2024-05-03T16:29:44Z,13.6,5
-7.5,0481 A700 CA1E 05,2024-05-03T16:30:04Z,13.2,5
-7.5,0481 A700 CA1E 05,2024-05-03T16:30:24Z,13,5
-7.5,0481 A700 CA1E 05,2024-05-03T16:30:44Z,12.8,5
-7.5,0481 A700 CA1E 05,2024-05-03T16:31:04Z,12.5,5
-7.5,0481 A700 CA1E 05,2024-05-03T16:31:24Z,12.4,5
-7.5,0481 A700 CA1E 05,2024-05-03T16:31:44Z,12.3,5
-7.5,0481 A700 CA1E 05,2024-05-03T16:32:04Z,12.2,5
-7.5,0481 A700 CA1E 05,2024-05-03T16:32:24Z,12.1,5
-7.5,0481 A700 CA1E 05,2024-05-03T16:32:44Z,12,5
-7.5,0481 A700 CA1E 05,2024-05-03T16:33:04Z,12,5
-7.5,0481 A700 CA1E 05,2024-05-03T16:33:24Z,12,5
-7.5,0481 A700 CA1E 05,2024-05-03T16:33:44Z,11.9,5
-7.5,0481 A700 CA1E 05,2024-05-03T16:34:04Z,11.8,5
-7.5,0481 A700 CA1E 05,2024-05-03T16:34:24Z,11.9,5
-7.5,0481 A700 CA1E 05,2024-05-03T16:34:44Z,11.9,5
-7.5,0481 A700 CA1E 05,2024-05-03T16:35:04Z,11.8,5
-7.5,0481 A700 CA1E 05,2024-05-03T16:35:24Z,11.9,5
-7.5,0481 A700 CA1E 05,2024-05-03T16:35:44Z,11.9,5
-7.5,0481 A700 CA1E 05,2024-05-03T16:36:04Z,11.9,5
-7.5,0481 A700 CA1E 05,2024-05-03T16:36:24Z,11.9,5
-7.5,0481 A700 CA1E 05,2024-05-03T16:36:44Z,11.9,5
-7.5,0481 A700 CA1E 05,2024-05-03T16:37:04Z,11.9,5
-7.5,0481 A700 CA1E 05,2024-05-03T16:37:24Z,11.8,5
-7.5,0481 A700 CA1E 05,2024-05-03T16:37:44Z,11.8,5
-7.5,0481 A700 CA1E 05,2024-05-03T16:38:04Z,11.8,5
-7.5,0481 A700 CA1E 05,2024-05-03T16:38:24Z,11.8,5
-7.5,0481 A700 CA1E 05,2024-05-03T16:38:44Z,11.8,5
